RunIndex,TrialIndex,Mode,Family,SubCase,TrueLabel,Observation,PredictedVerdict,Detection,IsCorrect,LatencyMicros
1,145,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,147,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,149,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,151,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,153,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,155,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,157,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,159,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,161,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,163,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,165,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,167,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,169,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,171,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,173,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,175,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,177,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,179,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,181,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,183,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,185,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,187,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,189,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,191,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,193,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,195,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,197,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,199,PRE_REMEDIATION,Source: Commit Author/Email Spoofing,Case B: Unsigned Commit (Author Spoofed),ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,201,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,203,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,205,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,207,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,209,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,211,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,213,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,215,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,217,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,219,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,221,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,223,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,225,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,227,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,229,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,231,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,233,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,235,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,237,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,239,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,241,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,243,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,245,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,247,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,249,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,251,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,253,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,255,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,257,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,259,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,261,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,263,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,265,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,267,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,269,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,271,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,273,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,275,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,277,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,279,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,281,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,283,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,285,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,287,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,289,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,291,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,293,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,295,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,297,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,299,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,301,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,303,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,305,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,307,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,309,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,311,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,313,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,315,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,317,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,319,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,321,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,323,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,325,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,327,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,329,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,331,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,333,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,335,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),1–5 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,337,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),5–10 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
1,339,PRE_REMEDIATION,Process: Short-Lived Subprocess (Polling Evasion),<1 ms,ATTACK,UNOBSERVED,TRUSTED,MISSED,false,12
