RunIndex,TrialIndex,Family,TrueLabel,PredictedVerdict,PredictedBreak,ExpectedBreak,IsCorrect,LatencyMicros
1,135,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,136,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,137,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,138,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,139,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,140,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,141,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,519
1,142,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,143,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,144,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,145,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,146,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,147,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,148,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,149,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,150,Dependency: Compatible Semver Substitution,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,151,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,152,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,153,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,154,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,155,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,156,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,157,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,158,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,159,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,160,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,161,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,162,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,163,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,164,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,165,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,166,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,167,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,168,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,169,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,170,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,171,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,172,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,173,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,523
1,174,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,175,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,176,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,177,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,178,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,179,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,180,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,181,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,182,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,183,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,184,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,185,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,186,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,187,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,188,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,189,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,190,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,191,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,192,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,193,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,194,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,195,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,196,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,197,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,198,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,199,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,200,Dependency: Unapproved Mirror Registry,ATTACK,REJECTED,DEPENDENCIES,DEPENDENCIES,true,0
1,201,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,202,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,203,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,204,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,205,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,206,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,207,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,516
1,208,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,209,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,210,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,211,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,212,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,213,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,214,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,215,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,216,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,217,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,218,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,219,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,220,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,221,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,222,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,223,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,224,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,225,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,226,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,227,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,228,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,229,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,230,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,231,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,232,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,233,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,234,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,235,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,236,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,237,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,238,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,239,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,240,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,241,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,242,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,243,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,244,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,506
1,245,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,246,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,247,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,248,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,249,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,250,Lockfile: Missing/Stripped Hash Integrity,ATTACK,REJECTED,DEPENDENCIES,LOCKFILE,true,0
1,251,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,252,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,253,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,254,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,255,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,256,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,257,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,258,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
1,259,Process: Short-Lived Subprocess (Polling Evasion),ATTACK,TRUSTED,,PROCESS,false,0
